"Variant","SourceSHA256","SonarAnalysisKey","SonarRevision","SonarAnalysisDate","IssueKey","Rule","Type","IssueStatus","Severity","MaintainabilitySeverity","Line","Message"
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6B","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","637","Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6C","java:S6213","CODE_SMELL","OPEN","MAJOR","MEDIUM","679","Rename this method to not match a restricted identifier."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5b","java:S135","CODE_SMELL","OPEN","MINOR","LOW","737","Reduce the total number of break and continue statements in this loop to use at most one."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6G","java:S1135","CODE_SMELL","OPEN","INFO","INFO","778","Complete the task associated to this TODO comment."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6J","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","933","Refactor this method to reduce its Cognitive Complexity from 25 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6L","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","1102","Refactor this method to reduce its Cognitive Complexity from 28 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6M","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","1550","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6N","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","1612","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5X","java:S1199","CODE_SMELL","OPEN","MINOR","LOW","2132","Extract this nested code block into a method."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5Y","java:S1199","CODE_SMELL","OPEN","MINOR","LOW","2142","Extract this nested code block into a method."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5U","java:S1199","CODE_SMELL","OPEN","MINOR","LOW","2152","Extract this nested code block into a method."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5V","java:S1199","CODE_SMELL","OPEN","MINOR","LOW","2162","Extract this nested code block into a method."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5W","java:S1199","CODE_SMELL","OPEN","MINOR","LOW","2172","Extract this nested code block into a method."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5Z","java:S1199","CODE_SMELL","OPEN","MINOR","LOW","2183","Extract this nested code block into a method."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6O","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","2200","Refactor this method to reduce its Cognitive Complexity from 99 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6R","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","2488","Refactor this method to reduce its Cognitive Complexity from 37 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6S","java:S1172","CODE_SMELL","OPEN","MAJOR","MEDIUM","2488","Remove this unused method parameter ""classNode""."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6T","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","2489","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6U","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","2770","Refactor this method to reduce its Cognitive Complexity from 107 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6V","java:S1181","CODE_SMELL","OPEN","MAJOR","MEDIUM","3027","Catch Exception instead of Throwable."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaBJJyuWYKx8-rumvjxN","java:S108","CODE_SMELL","OPEN","MAJOR","MEDIUM","3027","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6X","java:S1181","CODE_SMELL","OPEN","MAJOR","MEDIUM","3033","Catch Exception instead of Throwable."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaBJJyuWYKx8-rumvjxO","java:S108","CODE_SMELL","OPEN","MAJOR","MEDIUM","3033","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6Z","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","3103","Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6a","java:S1181","CODE_SMELL","OPEN","MAJOR","MEDIUM","3558","Catch Exception instead of Throwable."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6b","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","3795","Refactor this method to reduce its Cognitive Complexity from 32 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5r","java:S1192","CODE_SMELL","OPEN","CRITICAL","HIGH","3800","Define a constant instead of duplicating this literal ""FALSE"" 6 times."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6c","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","3828","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6d","java:S1940","CODE_SMELL","OPEN","MINOR","LOW","4559","Use the opposite operator (""<="") instead."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6e","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","4564","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6f","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","4574","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6i","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","4701","Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6j","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","4834","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5a","java:S112","CODE_SMELL","OPEN","MAJOR","MEDIUM","4947","Replace generic exceptions with specific library exceptions or a custom exception."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5S","java:S1488","CODE_SMELL","OPEN","MINOR","LOW","5364","Immediately return this expression instead of assigning it to the temporary variable ""getter""."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5T","java:S1488","CODE_SMELL","OPEN","MINOR","LOW","5421","Immediately return this expression instead of assigning it to the temporary variable ""setter""."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6k","java:S1168","CODE_SMELL","OPEN","MAJOR","MEDIUM","5740","Return an empty collection instead of null."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6l","java:S1168","CODE_SMELL","OPEN","MAJOR","MEDIUM","5745","Return an empty collection instead of null."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6m","java:S1168","CODE_SMELL","OPEN","MAJOR","MEDIUM","5752","Return an empty collection instead of null."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6o","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","5766","Refactor this method to reduce its Cognitive Complexity from 30 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6p","java:S1168","CODE_SMELL","OPEN","MAJOR","MEDIUM","5773","Return an empty array instead of null."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5c","java:S135","CODE_SMELL","OPEN","MINOR","LOW","5777","Reduce the total number of break and continue statements in this loop to use at most one."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6q","java:S1168","CODE_SMELL","OPEN","MAJOR","MEDIUM","5832","Return an empty array instead of null."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALPZMXTV2yRQvmS5BZ","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","1641","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALOanhQulb_Xfn-xT1","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","2836","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALOanhQulb_Xfn-xT5","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","3901","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALOanhQulb_Xfn-xT6","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","3907","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALOanhQulb_Xfn-xT0","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","4421","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALMFD81r5TurFMiUn-","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","3775","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALJ3Ze1r5TurFMiGnG","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","3530","Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz5_","java:S1133","CODE_SMELL","OPEN","INFO","INFO","371","Do not forget to remove this deprecated code someday."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaAleRvSmNh_xRbasz6A","java:S1123","CODE_SMELL","OPEN","MAJOR","MEDIUM","371","Add the missing @deprecated Javadoc tag."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALJJ9gKije7nS94ke4","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","1236","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALJJ9gKije7nS94ke6","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","1981","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALJJ9gKije7nS94ke7","java:S3776","CODE_SMELL","OPEN","CRITICAL","HIGH","4098","Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALJJ9gKije7nS94ke8","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","4562","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALJJ9gKije7nS94ke9","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","4638","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALC7_-41jXsmVCsseG","java:S128","CODE_SMELL","OPEN","BLOCKER","BLOCKER","2575","End this switch case with an unconditional break, return or throw statement."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALC7_-41jXsmVCsseF","java:S128","CODE_SMELL","OPEN","BLOCKER","BLOCKER","2593","End this switch case with an unconditional break, return or throw statement."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALC7_-41jXsmVCsseH","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","2939","This block of commented-out lines of code should be removed."
"C2","1503A8F2291221E5E55B02803695AC91B245BEC449467A7DDA4389EA2B8FCE13","70b8f94a-6eda-4fc3-97f6-33ccd599773b","0d04f3ff33ddf1b27d9227d01229932283bc765f","2026-08-28T16:11:06+0000","AaALC7_-41jXsmVCsseI","java:S125","CODE_SMELL","OPEN","MAJOR","MEDIUM","2969","This block of commented-out lines of code should be removed."
